"1, 64",0.03586088532618752
"mean,64",0.03586088532618752
"1, 128",0.03100218881791224
"mean,128",0.03100218881791224
"1, 64",0.03158037846070009
"mean,64",0.03158037846070009
"1, 128",0.03144216455165148
"mean,128",0.03144216455165148
"1, 256",0.031119489022170425
"mean,256",0.031119489022170425
"1, 64",0.031626516259868155
"mean,64",0.031626516259868155
"1, 128",0.03134098752785217
"mean,128",0.03134098752785217
"1, 256",0.03110408798206444
"mean,256",0.03110408798206444
